num,name,poke_type,attacks,hp,attack,defense,max_cp,max_buddy_cp,region,type1,type2,boost1,boost2,boost
859,Impidimp, dark  fairy ," Bite, Sucker Punch, Foul Play, Dark Pulse, Play Rough,",128,103,69,913,924,Galar,dark,fairy,fog,cloudy,fog cloudy
860,Morgrem, dark  fairy ," Bite, Sucker Punch, Foul Play, Dark Pulse, Play Rough,",163,145,102,1630,1649,Galar,dark,fairy,fog,cloudy,fog cloudy
861,Grimmsnarl, dark  fairy ," Bite, Sucker Punch, Low Kick, Foul Play, Dark Pulse, Play Rough, Power Up Punch,",216,227,139,3223,3261,Galar,dark,fairy,fog,cloudy,fog cloudy
862,Obstagoon, dark  normal ," Counter, Lick, Cross Chop, Night Slash, Hyper Beam, Gunk Shot,",212,180,194,2999,3035,Galar,dark,normal,fog,partly cloudy,fog partly cloudy
863,Perrserker, steel ," Metal Claw, Shadow Claw, Iron Head, Close Combat, Play Rough, Foul Play,",172,195,162,2697,2729,Galar,steel,,snow,,snow 
864,Cursola, ghost ," Astonish, Hex, Rock Blast, Brine, Night Shade, Shadow Ball,",155,253,182,3463,3504,Galar,ghost,,fog,,fog 
865,Sirfetch'd, fighting ," Counter, Fury Cutter, Close Combat, Brave Bird, Leaf Blade, Night Slash,",158,248,176,3375,3415,Galar,fighting,,cloudy,,cloudy 
866,Mr. Rime, ice  psychic ," Confusion, Zen Headbutt, Ice Shard, Psybeam, Psychic, Ice Punch, Icy Wind,",190,212,179,3196,3234,Galar,ice,psychic,snow,windy,snow windy
867,Runerigus, ground  ghost ," Astonish, Shadow Ball, Sand Tomb, Rock Tomb,",151,163,237,2570,2601,Galar,ground,ghost,sunny/clear,fog,sunny/clear fog
868,Milcery, fairy ," Tackle, Charm, Dazzling Gleam,",128,90,97,938,949,Galar,fairy,,cloudy,,cloudy 
869,Alcremie, fairy ," Tackle, Charm, Dazzling Gleam, Psyshock, Energy Ball,",163,203,203,3032,3068,Galar,fairy,,cloudy,,cloudy 
870,Falinks, fighting ," Rock Smash, Counter, Superpower, Brick Break, Megahorn,",163,193,170,2665,2696,Galar,fighting,,cloudy,,cloudy 
871,Pincurchin, electric ," Thunder Shock, Water Gun, Poison Jab, Discharge, Thunderbolt, Bubble Beam,",134,176,161,2183,2210,Galar,electric,,rain,,rain 
872,Snom, ice  bug ," Powder Snow, Struggle Bug, Icy Wind, Bug Buzz,",102,76,59,597,605,Galar,ice,bug,snow,rain,snow rain
873,Frosmoth, ice  bug ," Powder Snow, Bug Bite, Icy Wind, Bug Buzz, Ice Beam, Hurricane,",172,230,155,3084,3121,Galar,ice,bug,snow,rain,snow rain
874,Stonjourner, rock ," Rock Throw, Stone Edge, Rock Slide, Stomp,",225,222,182,3638,3682,Galar,rock,,partly cloudy,,partly cloudy 
875,Eiscue, ice ," Powder Snow, Icy Wind, Weather Ball Ice, Surf,",181,148,195,2334,2362,Galar,ice,,snow,,snow 
875,Eiscue, ice ," Powder Snow, Icy Wind, Weather Ball Ice, Surf,",181,173,139,2306,2333,Galar,ice,,snow,,snow 
876,Indeedee, psychic  normal ," Extrasensory, Psybeam, Psychic, Shadow Ball,",155,208,166,2762,2795,Galar,psychic,normal,windy,partly cloudy,windy partly cloudy
876,Indeedee (Female) , psychic  normal ," Extrasensory, Psybeam, Psychic, Energy Ball,",172,184,184,2710,2743,Galar,psychic,normal,windy,partly cloudy,windy partly cloudy
877,Morpeko, electric  dark ," Thunder Shock, Bite, Crunch, Payback, Thunderbolt, Wild Charge,",151,192,121,2196,2222,Galar,electric,dark,rain,fog,rain fog
877,Morpeko (Hangry Mode) , electric  dark ," Thunder Shock, Bite, Crunch, Payback, Thunderbolt, Wild Charge,",151,192,121,0,0,Galar,electric,dark,rain,fog,rain fog
878,Cufant, steel ," Tackle, Rock Smash, Iron Head, Dig, Play Rough,",176,140,91,1557,1575,Galar,steel,,snow,,snow 
879,Copperajah, steel ," Tackle, Rock Smash, Iron Head, Dig, Play Rough, Heavy Slam,",263,226,126,3368,3409,Galar,steel,,snow,,snow 
880,Dracozolt, electric  dragon ," Dragon Tail, Thunder Shock, Discharge, Dragon Pulse, Ancient Power,",207,195,165,2964,2999,Galar,electric,dragon,rain,windy,rain windy
881,Arctozolt, electric  ice ," Powder Snow, Thunder Shock, Discharge, Avalanche, Ancient Power,",207,190,166,2901,2936,Galar,electric,ice,rain,snow,rain snow
882,Dracovish, water  dragon ," Dragon Breath, Water Gun, Brine, Dragon Pulse, Ancient Power,",207,175,185,2826,2860,Galar,water,dragon,rain,windy,rain windy
883,Arctovish, water  ice ," Powder Snow, Water Gun, Brine, Avalanche, Ancient Power,",207,171,185,2767,2800,Galar,water,ice,rain,snow,rain snow
884,Duraludon, steel  dragon ," Dragon Tail, Metal Claw, Flash Cannon, Dragon Claw, Hyper Beam,",172,239,185,3468,3509,Galar,steel,dragon,snow,windy,snow windy
885,Dreepy, dragon  ghost ," Astonish, Quick Attack, Struggle,",99,117,61,867,877,Galar,dragon,ghost,windy,fog,windy fog
886,Drakloak, dragon  ghost ," Astonish, Dragon Tail, Dragon Pulse, Shadow Ball, Outrage,",169,163,105,1867,1889,Galar,dragon,ghost,windy,fog,windy fog
887,Dragapult, dragon  ghost ," Hex, Dragon Tail, Dragon Pulse, Shadow Ball, Outrage,",204,266,170,3993,4041,Galar,dragon,ghost,windy,fog,windy fog
888,Zacian, fairy ," Metal Claw, Snarl, Quick Attack, Fire Fang, Play Rough, Iron Head, Wild Charge, Close Combat,",192,254,236,4329,4381,Galar,fairy,,cloudy,,cloudy 
888,Zacian (Crowned Sword) , fairy  steel ," Metal Claw, Snarl, Quick Attack, Fire Fang, Play Rough, Iron Head, Wild Charge, Close Combat,",192,332,240,5629,5696,Galar,fairy,steel,cloudy,snow,cloudy snow
889,Zamazenta, fighting ," Metal Claw, Snarl, Quick Attack, Ice Fang, Moonblast, Iron Head, Crunch, Close Combat,",192,254,236,4329,4381,Galar,fighting,,cloudy,,cloudy 
889,Zamazenta (Crowned Shield) , fighting  steel ," Metal Claw, Snarl, Quick Attack, Ice Fang, Moonblast, Iron Head, Crunch, Close Combat,",192,250,292,4716,4773,Galar,fighting,steel,cloudy,snow,cloudy snow
890,Eternatus, poison  dragon ," Dragon Tail, Poison Jab, Cross Poison, Dragon Pulse, Flamethrower,",268,278,197,5007,5067,Galar,poison,dragon,cloudy,windy,cloudy windy
890,Eternatus Eternamax, poison  dragon ," Dragon Tail, Poison Jab, Cross Poison, Dragon Pulse, Flamethrower, Hyper Beam,",452,251,505,9255,9366,Galar,poison,dragon,cloudy,windy,cloudy windy
891,Kubfu, fighting ," Rock Smash, Counter, Brick Break, Dynamic Punch, Close Combat,",155,170,112,1919,1942,Galar,fighting,,cloudy,,cloudy 
892,Urshifu, fighting  dark ," Rock Smash, Counter, Sucker Punch, Brick Break, Dynamic Punch, Close Combat, Payback,",225,254,177,4077,4125,Galar,fighting,dark,cloudy,fog,cloudy fog
892,Urshifu (Rapid Strike Style), fighting  water ," Rock Smash, Counter, Waterfall, Brick Break, Dynamic Punch, Close Combat, Aqua Jet,",225,254,177,4077,4125,Galar,fighting,water,cloudy,rain,cloudy rain
893,Zarude, dark  grass ," Vine Whip, Bite, Power Whip, Energy Ball, Dark Pulse,",233,242,215,4334,4385,Galar,dark,grass,fog,sunny/clear,fog sunny/clear
894,Regieleki, electric ," Thunder Shock, Lock On, Hyper Beam, Thunder, Zap Cannon,",190,250,125,3169,3207,Galar,electric,,rain,,rain 
895,Regidrago, dragon ," Bite, Hyper Beam, Outrage, Dragon Pulse,",400,202,101,3361,3401,Galar,dragon,,windy,,windy 
896,Glastrier, ice ," Tackle, Take Down, Avalanche, Icy Wind, Bulldoze,",225,246,223,4404,4457,Galar,ice,,snow,,snow 
897,Spectrier, ghost ," Tackle, Take Down, Shadow Ball, Foul Play, Bulldoze,",225,300,161,4571,4625,Galar,ghost,,fog,,fog 
898,Calyrex, psychic  grass ," Pound, Confusion, Psyshock, Psychic, Energy Ball,",225,162,162,2575,2606,Galar,psychic,grass,windy,sunny/clear,windy sunny/clear
898,Calyrex (Ice Rider) , psychic  ice ," Confusion, Take Down, Psyshock, Psychic, Energy Ball, Avalanche,",205,268,246,4788,4845,Galar,psychic,ice,windy,snow,windy snow
898,Calyrex (Shadow Rider) , psychic  ghost ," Confusion, Take Down, Psyshock, Psychic, Energy Ball, Shadow Ball,",205,324,194,5132,5193,Galar,psychic,ghost,windy,fog,windy fog
